datetime,tempmax,tempmin,temp,dew,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,conditions,stations
2023-07-22,15.7,9.6,12.6,5.5,62.5,0,,,43.2,277.7,,23.3,Partially cloudy,15615099999
2023-07-23,11.1,7.2,9.5,1.7,58.7,0,,72,50.4,295,,26,Partially cloudy,15615099999
2023-07-24,13.1,7.2,10,2.8,61.3,0,,,21.6,311.2,,22,Partially cloudy,15615099999
2023-07-25,18.1,9.9,13.6,3,50.3,0,,,36,305.6,,25,Partially cloudy,15615099999
2023-07-26,14.9,9.9,12.9,2.4,49.9,1,rain,100.8,72,235.3,,35.7,"Rain, Partially cloudy",15615099999
2023-07-27,7.1,0.9,3.1,1.2,89.2,0.1,"rain,snow",,36,309.6,,23.3,"Snow, Rain, Partially cloudy",15615099999
2023-07-28,11.2,1.9,6.4,-7.8,38,0,,,36,317.4,,10,Clear,15615099999
2023-07-29,10.7,4.7,7.6,3.1,73.7,0,,,28.8,352.3,,32.9,Partially cloudy,15615099999
2023-07-30,11.1,5.4,8.5,4.8,78.2,0,,,14.4,312.9,,45.7,Partially cloudy,15615099999
2023-07-31,7.9,5.2,6.3,5.6,95.9,0.3,rain,,36,313.8,,50,"Rain, Partially cloudy",15615099999
2023-08-01,10.4,3.7,7.5,3.8,79.1,0,,,21.6,266,,33.3,Partially cloudy,15615099999
2023-08-02,12.4,6.7,9.3,5.7,79.1,0,,,36,279.4,,61.3,Partially cloudy,15615099999
2023-08-03,15.1,7.9,11.6,7.8,78.6,0,,,21.6,226.8,,64,Partially cloudy,15615099999
2023-08-04,15.4,9.7,12,9.1,82.9,0,,,21.6,124.7,,57.1,Partially cloudy,15615099999
2023-08-05,14.2,9.1,11.2,4.3,66.8,0,,,36,132.9,,27.5,Partially cloudy,15615099999
2023-08-06,7.6,4.7,6.3,5,91.7,7.5,rain,122.4,64.8,197.2,,60,"Rain, Partially cloudy",15615099999
2023-08-07,11.1,1.1,4.9,0.6,76.8,0,,64.8,50.4,260.6,,37.5,Partially cloudy,15615099999
2023-08-08,6.2,1.2,3.5,2.3,92.5,0.7,rain,,36,258,,,"Rain, Fog",15615099999
2023-08-09,7.6,2.2,4.9,-3.9,60.9,0,,,21.6,199.5,,50,Partially cloudy,15615099999
2023-08-10,3.6,-0.3,2.1,1.4,95,10.3,"rain,snow",,21.6,207.5,,96.7,"Snow, Rain, Overcast",15615099999
2023-08-11,4.4,-0.1,1.9,1.5,97.3,0,,,36,56.2,,10,Clear,15615099999
2023-08-12,3.9,-2.1,2.5,2,91.2,0,,,21.6,39.2,,84,Partially cloudy,15615099999
2023-08-13,8.7,1.9,4.5,3.2,91.9,0,,,43.2,42.5,,72.5,Partially cloudy,15615099999
2023-08-14,6.9,3.1,5.7,4.9,95.1,0,,,50.4,50,,30,Partially cloudy,15615099999
2023-08-15,8.1,5.4,6.8,6.8,100,0,,,50.4,55.2,,,Clear,15615099999
2023-08-16,10.7,5.2,7.9,6.1,88.9,0,,,21.6,70.7,,16.7,Clear,15615099999
2023-08-17,11.9,7.1,8.5,4.3,76.2,0,,,36,101.2,,23.3,Partially cloudy,15615099999
2023-08-18,13.1,7.7,10.2,4.5,71.2,0,,,28.8,86.2,,38.3,Partially cloudy,15615099999
2023-08-19,13.7,9.2,11.1,-3.3,39.8,0,,,43.2,86.3,,40,Partially cloudy,15615099999
2023-08-20,13.7,8.4,11.2,-4.8,35.5,0,,64.8,50.4,63.7,,33.8,Partially cloudy,15615099999
2023-08-21,10.2,7.1,8.3,4.8,79.1,0.2,rain,64.8,50.4,50,,56,"Rain, Partially cloudy",15615099999
2023-08-22,11.7,6.7,8.8,6.1,85,0,,,50.4,51.2,,46,Partially cloudy,15615099999
2023-08-23,13.1,8.4,9.9,5.6,75.2,0,,,21.6,70.6,,43.8,Partially cloudy,15615099999
2023-08-24,9.6,7.7,8.8,6.6,86.1,1,rain,,21.6,51.5,,50,"Rain, Partially cloudy",15615099999
2023-08-25,10.9,7.7,9.1,5.6,79.4,0,,,21.6,24.5,,30,Partially cloudy,15615099999
2023-08-26,10.7,7.9,9.5,8.1,91.1,0,,,21.6,56.9,,54,Partially cloudy,15615099999
2023-08-27,11.2,6.7,8.9,6.1,83.4,0,,,28.8,44.5,,42.5,Partially cloudy,15615099999
2023-08-28,14.9,7.6,11.1,4.5,66,0,,,21.6,345,,26.7,Partially cloudy,15615099999
2023-08-29,11.2,6.7,9.2,5.8,79.8,0,,,28.8,176.3,,42.5,Partially cloudy,15615099999
2023-08-30,10.1,5.4,7,4.1,82,0,,,36,178.9,,47.5,Partially cloudy,15615099999
2023-08-31,7.9,3.4,4.9,3.3,89.9,0,,,28.8,239.1,,74,Partially cloudy,15615099999
2023-09-01,6.6,2.7,4.5,3.2,91.5,0,,,7.2,243.2,,20,Clear,15615099999
